Iteration,MSE
2535,3.744505919127722E-6
2536,3.7430151224145544E-6
2537,3.7415255082125823E-6
2538,3.740037075116522E-6
2539,3.738549821723378E-6
2540,3.7370637466323382E-6
2541,3.73557884844476E-6
2542,3.7340951257643007E-6
2543,3.732612577196762E-6
2544,3.7311312013501826E-6
2545,3.729650996834786E-6
2546,3.728171962262981E-6
2547,3.726694096249372E-6
2548,3.725217397410766E-6
2549,3.7237418643661396E-6
2550,3.7222674957366644E-6
2551,3.720794290145616E-6
2552,3.7193222462185524E-6
2553,3.717851362583059E-6
2554,3.716381637869014E-6
2555,3.714913070708378E-6
2556,3.713445659735256E-6
2557,3.711979403585948E-6
2558,3.7105143008988753E-6
2559,3.709050350314587E-6
2560,3.707587550475771E-6
2561,3.7061259000272706E-6
2562,3.7046653976159975E-6
2563,3.703206041891044E-6
2564,3.7017478315035793E-6
2565,3.70029076510696E-6
2566,3.6988348413565493E-6
2567,3.6973800589098864E-6
2568,3.6959264164265617E-6
2569,3.6944739125683347E-6
2570,3.6930225459990025E-6
2571,3.6915723153844814E-6
2572,3.6901232193927295E-6
2573,3.688675256693801E-6
2574,3.68722842595987E-6
2575,3.685782725865165E-6
2576,3.6843381550859472E-6
2577,3.6828947123005533E-6
2578,3.681452396189424E-6
2579,3.680011205435025E-6
2580,3.678571138721852E-6
2581,3.67713219473652E-6
2582,3.675694372167598E-6
2583,3.674257669705759E-6
2584,3.672822086043741E-6
2585,3.6713876198762007E-6
2586,3.6699542698999243E-6
2587,3.668522034813686E-6
2588,3.6670909133182806E-6
2589,3.6656609041165496E-6
2590,3.6642320059133136E-6
2591,3.6628042174154094E-6
2592,3.661377537331714E-6
2593,3.659951964373015E-6
2594,3.658527497252192E-6
2595,3.6571041346841244E-6
2596,3.6556818753855944E-6
2597,3.654260718075423E-6
2598,3.6528406614744037E-6
2599,3.6514217043053277E-6
2600,3.65000384529295E-6
2601,3.6485870831640126E-6
2602,3.6471714166471667E-6
2603,3.6457568444730967E-6
2604,3.6443433653743895E-6
2605,3.6429309780856196E-6
2606,3.6415196813433396E-6
2607,3.640109473885981E-6
2608,3.638700354453974E-6
2609,3.637292321789668E-6
2610,3.635885374637358E-6
2611,3.6344795117432625E-6
2612,3.6330747318555383E-6
2613,3.6316710337242557E-6
2614,3.630268416101455E-6
2615,3.628866877740995E-6
2616,3.6274664173987484E-6
2617,3.6260670338324653E-6
2618,3.624668725801779E-6
2619,3.6232714920682688E-6
2620,3.6218753313953636E-6
2621,3.6204802425484322E-6
2622,3.6190862242947474E-6
2623,3.6176932754034002E-6
2624,3.6163013946454368E-6
2625,3.614910580793745E-6
2626,3.6135208326231172E-6
2627,3.612132148910217E-6
2628,3.6107445284335303E-6
2629,3.609357969973491E-6
2630,3.6079724723123465E-6
2631,3.606588034234244E-6
2632,3.6052046545251125E-6
2633,3.603822331972819E-6
2634,3.602441065367009E-6
2635,3.6010608534992534E-6
2636,3.5996816951628766E-6
2637,3.5983035891531187E-6
2638,3.596926534266984E-6
2639,3.59555052930339E-6
2640,3.594175573063023E-6
2641,3.5928016643484E-6
2642,3.591428801963891E-6
2643,3.5900569847156873E-6
2644,3.5886862114117335E-6
2645,3.5873164808618133E-6
2646,3.585947791877599E-6
2647,3.584580143272453E-6
2648,3.5832135338615804E-6
2649,3.5818479624619958E-6
2650,3.5804834278925106E-6
2651,3.57911992897372E-6
2652,3.577757464527982E-6
2653,3.5763960333795035E-6
2654,3.5750356343542092E-6
2655,3.573676266279801E-6
2656,3.572317927985808E-6
2657,3.57096061830349E-6
2658,3.5696043360658697E-6
2659,3.568249080107743E-6
2660,3.5668948492657066E-6
2661,3.565541642378039E-6
2662,3.564189458284842E-6
2663,3.5628382958279117E-6
2664,3.5614881538508165E-6
2665,3.5601390311989124E-6
2666,3.5587909267192064E-6
2667,3.557443839260513E-6
2668,3.556097767673354E-6
2669,3.5547527108100053E-6
2670,3.553408667524421E-6
2671,3.5520656366723287E-6
2672,3.5507236171111546E-6
2673,3.5493826077000613E-6
2674,3.548042607299896E-6
2675,3.546703614773258E-6
2676,3.545365628984382E-6
2677,3.5440286487993247E-6
2678,3.5426926730857536E-6
2679,3.5413577007130323E-6
2680,3.54002373055226E-6
2681,3.538690761476229E-6
2682,3.537358792359392E-6
2683,3.536027822077928E-6
2684,3.534697849509652E-6
2685,3.5333688735340695E-6
2686,3.532040893032392E-6
2687,3.5307139068875044E-6
2688,3.5293879139839115E-6
2689,3.5280629132078405E-6
2690,3.5267389034471223E-6
2691,3.525415883591342E-6
2692,3.5240938525316402E-6
2693,3.5227728091608735E-6
2694,3.5214527523735472E-6
2695,3.520133681065818E-6
2696,3.5188155941354377E-6
2697,3.51749849048186E-6
2698,3.5161823690061433E-6
2699,3.5148672286110175E-6
2700,3.513553068200802E-6
2701,3.512239886681484E-6
2702,3.5109276829606336E-6
2703,3.509616455947501E-6
2704,3.5083062045529253E-6
2705,3.5069969276893646E-6
2706,3.5056886242709044E-6
2707,3.504381293213224E-6
2708,3.5030749334336165E-6
2709,3.5017695438510007E-6
2710,3.5004651233859023E-6
2711,3.49916167096041E-6
2712,3.4978591854982185E-6
2713,3.4965576659246383E-6
2714,3.4952571111665836E-6
2715,3.4939575201525273E-6
2716,3.4926588918125135E-6
2717,3.4913612250782057E-6
2718,3.4900645188828443E-6
2719,3.488768772161229E-6
2720,3.487473983849714E-6
2721,3.4861801528862766E-6
2722,3.484887278210458E-6
2723,3.4835953587633117E-6
2724,3.48230439348747E-6
2725,3.481014381327161E-6
2726,3.4797253212281574E-6
2727,3.4784372121377486E-6
2728,3.4771500530048136E-6
2729,3.4758638427798E-6
2730,3.474578580414621E-6
2731,3.473294264862802E-6
2732,3.4720108950793862E-6
2733,3.4707284700209427E-6
2734,3.4694469886456047E-6
2735,3.468166449912994E-6
2736,3.4668868527842944E-6
2737,3.4656081962222093E-6
2738,3.464330479190921E-6
2739,3.4630537006562245E-6
2740,3.461777859585326E-6
2741,3.460502954947033E-6
2742,3.4592289857116346E-6
2743,3.4579559508508694E-6
2744,3.4566838493380996E-6
2745,3.4554126801480667E-6
2746,3.4541424422571157E-6
2747,3.4528731346430168E-6
2748,3.4516047562850855E-6
2749,3.450337306164104E-6
2750,3.4490707832623275E-6
2751,3.4478051865635334E-6
2752,3.446540515052998E-6
2753,3.445276767717389E-6
2754,3.4440139435449385E-6
2755,3.4427520415253297E-6
2756,3.4414910606497287E-6
2757,3.4402309999107608E-6
2758,3.4389718583025024E-6
2759,3.4377136348205283E-6
2760,3.4364563284618553E-6
2761,3.4351999382249297E-6
2762,3.4339444631097453E-6
2763,3.4326899021176683E-6
2764,3.431436254251583E-6
2765,3.4301835185157265E-6
2766,3.428931693915858E-6
2767,3.427680779459162E-6
2768,3.4264307741542743E-6
2769,3.4251816770112653E-6
2770,3.423933487041636E-6
2771,3.4226862032583072E-6
2772,3.4214398246756557E-6
2773,3.42019435030945E-6
2774,3.418949779176968E-6
2775,3.4177061102968057E-6
2776,3.41646334268907E-6
2777,3.4152214753751767E-6
2778,3.4139805073780985E-6
2779,3.4127404377220833E-6
2780,3.4115012654329055E-6
2781,3.4102629895376555E-6
2782,3.4090256090648865E-6
2783,3.4077891230445173E-6
2784,3.406553530507918E-6
2785,3.4053188304877844E-6
2786,3.4040850220183017E-6
2787,3.4028521041349658E-6
2788,3.401620075874667E-6
2789,3.400388936275734E-6
2790,3.399158684377863E-6
2791,3.3979293192220957E-6
2792,3.3967008398508956E-6
2793,3.3954732453080923E-6
2794,3.3942465346388687E-6
2795,3.3930207068898372E-6
2796,3.3917957611089247E-6
2797,3.3905716963454357E-6
2798,3.389348511650051E-6
2799,3.3881262060748068E-6
2800,3.3869047786731535E-6
2801,3.3856842284998223E-6
2802,3.384464554610897E-6
2803,3.383245756063877E-6
2804,3.38202783191759E-6
2805,3.3808107812321797E-6
2806,3.379594603069184E-6
2807,3.378379296491447E-6
2808,3.3771648605631838E-6
2809,3.3759512943499102E-6
2810,3.3747385969185152E-6
2811,3.3735267673372176E-6
2812,3.37231580467555E-6
2813,3.3711057080043666E-6
2814,3.3698964763958855E-6
2815,3.368688108923615E-6
2816,3.3674806046623826E-6
2817,3.366273962688391E-6
2818,3.365068182079093E-6
2819,3.3638632619132727E-6
2820,3.3626592012710515E-6
2821,3.36145599923387E-6
2822,3.360253654884428E-6
2823,3.359052167306734E-6
2824,3.3578515355861618E-6
2825,3.3566517588093507E-6
2826,3.355452836064228E-6
2827,3.3542547664400152E-6
2828,3.3530575490272086E-6
2829,3.351861182917707E-6
2830,3.3506656672045454E-6
2831,3.3494710009821556E-6
2832,3.3482771833461795E-6
2833,3.3470842133936297E-6
2834,3.3458920902227044E-6
2835,3.34470081293295E-6
2836,3.343510380625152E-6
2837,3.342320792401374E-6
2838,3.3411320473649725E-6
2839,3.3399441446205618E-6
2840,3.3387570832740045E-6
2841,3.3375708624324455E-6
2842,3.3363854812043155E-6
2843,3.335200938699236E-6
2844,3.3340172340281463E-6
2845,3.3328343663032573E-6
2846,3.3316523346379406E-6
2847,3.33047113814693E-6
2848,3.329290775946136E-6
2849,3.3281112471527562E-6
2850,3.3269325508851765E-6
2851,3.325754686263108E-6
2852,3.3245776524074243E-6
2853,3.3234014484402814E-6
2854,3.3222260734850807E-6
2855,3.3210515266664214E-6
2856,3.3198778071101374E-6
2857,3.318704913943322E-6
2858,3.3175328462942846E-6
2859,3.3163616032925146E-6
2860,3.315191184068831E-6
2861,3.3140215877551307E-6
2862,3.3128528134846497E-6
2863,3.3116848603917973E-6
2864,3.3105177276121697E-6
2865,3.3093514142826394E-6
2866,3.308185919541203E-6
2867,3.307021242527148E-6
2868,3.305857382380937E-6
2869,3.304694338244205E-6
2870,3.3035321092598237E-6
2871,3.3023706945718626E-6
2872,3.3012100933255884E-6
2873,3.3000503046674714E-6
2874,3.2988913277451186E-6
2875,3.297733161707409E-6
2876,3.2965758057043754E-6
2877,3.2954192588872115E-6
2878,3.2942635204083298E-6
2879,3.2931085894213023E-6
2880,3.291954465080921E-6
2881,3.290801146543117E-6
2882,3.2896486329650226E-6
2883,3.2884969235049044E-6
2884,3.287346017322286E-6
2885,3.286195913577758E-6
2886,3.285046611433153E-6
2887,3.2838981100514523E-6
2888,3.2827504085967858E-6
2889,3.281603506234432E-6
2890,3.2804574021309115E-6
2891,3.279312095453803E-6
2892,3.2781675853718964E-6
2893,3.277023871055124E-6
2894,3.275880951674549E-6
2895,3.274738826402446E-6
2896,3.2735974944121754E-6
2897,3.272456954878289E-6
2898,3.27131720697642E-6
2899,3.270178249883454E-6
2900,3.26904008277727E-6
2901,3.2679027048370318E-6
2902,3.266766115242931E-6
2903,3.265630313176324E-6
2904,3.2644952978197606E-6
2905,3.2633610683568353E-6
2906,3.262227623972335E-6
2907,3.2610949638521186E-6
2908,3.259963087183232E-6
2909,3.2588319931537563E-6
2910,3.2577016809529924E-6
2911,3.2565721497713065E-6
2912,3.2554433988001944E-6
2913,3.2543154272322417E-6
2914,3.253188234261195E-6
2915,3.2520618190818656E-6
2916,3.250936180890197E-6
2917,3.249811318883251E-6
2918,3.2486872322591834E-6
2919,3.247563920217232E-6
2920,3.246441381957778E-6
2921,3.2453196166822716E-6
2922,3.2441986235932547E-6
2923,3.2430784018944056E-6
2924,3.241958950790477E-6
2925,3.240840269487299E-6
2926,3.2397223571917638E-6
2927,3.2386052131119718E-6
2928,3.2374888364569515E-6
2929,3.2363732264369416E-6
2930,3.2352583822632013E-6
2931,3.2341443031480838E-6
2932,3.2330309883050297E-6
2933,3.231918436948577E-6
2934,3.230806648294251E-6
2935,3.229695621558764E-6
2936,3.228585355959831E-6
2937,3.227475850716279E-6
2938,3.226367105047945E-6
2939,3.2252591181757987E-6
2940,3.224151889321836E-6
2941,3.2230454177091125E-6
2942,3.2219397025617644E-6
2943,3.220834743104962E-6
2944,3.219730538564989E-6
2945,3.218627088169117E-6
2946,3.2175243911456966E-6
2947,3.2164224467241426E-6
2948,3.215321254134891E-6
2949,3.2142208126094866E-6
2950,3.2131211213804394E-6
2951,3.2120221796813618E-6
2952,3.2109239867469132E-6
2953,3.2098265418127516E-6
2954,3.208729844115586E-6
2955,3.2076338928932036E-6
2956,3.2065386873843712E-6
2957,3.2054442268289394E-6
2958,3.2043505104677655E-6
2959,3.2032575375427176E-6
2960,3.202165307296729E-6
2961,3.201073818973762E-6
2962,3.1999830718187674E-6
2963,3.198893065077759E-6
2964,3.1978037979977555E-6
2965,3.196715269826777E-6
2966,3.195627479813895E-6
2967,3.194540427209193E-6
2968,3.1934541112637365E-6
2969,3.1923685312296476E-6
2970,3.1912836863600277E-6
2971,3.19019957590903E-6
2972,3.1891161991317688E-6
2973,3.1880335552843753E-6
2974,3.186951643623998E-6
2975,3.1858704634088E-6
2976,3.1847900138979105E-6
2977,3.1837102943514987E-6
2978,3.1826313040307095E-6
2979,3.181553042197672E-6
2980,3.1804755081155374E-6
2981,3.179398701048416E-6
2982,3.1783226202614617E-6
2983,3.177247265020768E-6
2984,3.176172634593446E-6
2985,3.175098728247556E-6
2986,3.174025545252224E-6
2987,3.1729530848774796E-6
2988,3.171881346394314E-6
2989,3.1708103290748086E-6
2990,3.1697400321919464E-6
2991,3.168670455019682E-6
2992,3.16760159683295E-6
2993,3.1665334569076965E-6
2994,3.165466034520792E-6
2995,3.1643993289501285E-6
2996,3.1633333394745076E-6
2997,3.162268065373744E-6
2998,3.1612035059285715E-6
2999,3.16013966042074E-6
3000,3.1590765281329337E-6
3001,3.1580141083487925E-6
3002,3.1569524003529067E-6
3003,3.1558914034308797E-6
3004,3.154831116869186E-6
3005,3.1537715399553307E-6
3006,3.152712671977739E-6
3007,3.1516545122257597E-6
3008,3.1505970599897245E-6
3009,3.149540314560922E-6
3010,3.1484842752315532E-6
3011,3.1474289412947874E-6
3012,3.1463743120447175E-6
3013,3.145320386776433E-6
3014,3.1442671647858615E-6
3015,3.143214645369967E-6
3016,3.142162827826588E-6
3017,3.141111711454546E-6
3018,3.140061295553526E-6
3019,3.1390115794242213E-6
3020,3.137962562368234E-6
3021,3.136914243688035E-6
3022,3.1358666226871328E-6
3023,3.134819698669846E-6
3024,3.133773470941507E-6
3025,3.1327279388083286E-6
3026,3.131683101577429E-6
3027,3.130638958556898E-6
3028,3.129595509055702E-6
3029,3.128552752383728E-6
3030,3.1275106878517874E-6
3031,3.126469314771619E-6
3032,3.125428632455845E-6
3033,3.124388640218015E-6
3034,3.1233493373725856E-6
3035,3.122310723234902E-6
3036,3.1212727971212405E-6
3037,3.120235558348791E-6
3038,3.1191990062356117E-6
3039,3.118163140100686E-6
3040,3.117127959263898E-6
3041,3.1160934630460026E-6
3042,3.1150596507686786E-6
3043,3.114026521754498E-6
3044,3.112994075326933E-6
3045,3.111962310810325E-6
3046,3.1109312275299144E-6
3047,3.1099008248118536E-6
3048,3.1088711019831385E-6
3049,3.1078420583717014E-6
3050,3.1068136933063333E-6
3051,3.10578600611672E-6
3052,3.104758996133386E-6
3053,3.1037326626878205E-6
3054,3.1027070051123147E-6
3055,3.101682022740101E-6
3056,3.1006577149052105E-6
3057,3.09963408094263E-6
3058,3.0986111201881565E-6
3059,3.097588831978513E-6
3060,3.0965672156512437E-6
3061,3.0955462705448207E-6
3062,3.094525995998513E-6
3063,3.093506391352519E-6
3064,3.0924874559478425E-6
3065,3.091469189126421E-6
3066,3.0904515902309904E-6
3067,3.089434658605192E-6
3068,3.08841839359351E-6
3069,3.0874027945412634E-6
3070,3.0863878607946535E-6
3071,3.085373591700778E-6
3072,3.0843599866074725E-6
3073,3.083347044863546E-6
3074,3.0823347658185844E-6
3075,3.081323148823058E-6
3076,3.080312193228285E-6
3077,3.079301898386427E-6
3078,3.0782922636504483E-6
3079,3.07728328837421E-6
3080,3.0762749719124053E-6
3081,3.0752673136205727E-6
3082,3.0742603128550586E-6
3083,3.073253968973086E-6
3084,3.0722482813327117E-6
3085,3.07124324929278E-6
3086,3.070238872213022E-6
3087,3.069235149454022E-6
3088,3.0682320803771025E-6
3089,3.0672296643445024E-6
3090,3.0662279007192665E-6
3091,3.065226788865262E-6
3092,3.0642263281471834E-6
3093,3.06322651793055E-6
3094,3.0622273575816792E-6
3095,3.0612288464677865E-6
3096,3.060230983956821E-6
3097,3.0592337694175977E-6
3098,3.058237202219743E-6
3099,3.0572412817337E-6
3100,3.0562460073307217E-6
3101,3.0552513783828866E-6
3102,3.054257394263073E-6
3103,3.0532640543449956E-6
3104,3.052271358003132E-6
3105,3.0512793046128192E-6
3106,3.050287893550181E-6
3107,3.049297124192176E-6
3108,3.048306995916488E-6
3109,3.0473175081016817E-6
3110,3.0463286601271165E-6
3111,3.0453404513729124E-6
3112,3.0443528812200296E-6
3113,3.0433659490502125E-6
3114,3.0423796542460016E-6
3115,3.0413939961907273E-6
3116,3.0404089742685297E-6
3117,3.0394245878643344E-6
3118,3.0384408363638725E-6
3119,3.037457719153604E-6
3120,3.036475235620875E-6
3121,3.0354933851537776E-6
3122,3.034512167141186E-6
3123,3.0335315809727212E-6
3124,3.032551626038876E-6
3125,3.0315723017308595E-6
3126,3.030593607440682E-6
3127,3.02961554256114E-6
3128,3.028638106485822E-6
3129,3.0276612986090788E-6
3130,3.026685118326007E-6
3131,3.0257095650325425E-6
3132,3.024734638125328E-6
3133,3.0237603370018925E-6
3134,3.022786661060374E-6
3135,3.0218136096998255E-6
3136,3.0208411823200015E-6
3137,3.019869378321424E-6
3138,3.0188981971053994E-6
3139,3.017927638074009E-6
3140,3.01695770063007E-6
3141,3.0159883841772084E-6
3142,3.0150196881197393E-6
3143,3.014051611862814E-6
3144,3.013084154812304E-6
3145,3.0121173163748816E-6
3146,3.0111510959578907E-6
3147,3.010185492969494E-6
3148,3.0092205068186395E-6
3149,3.0082561369149686E-6
3150,3.007292382668891E-6
3151,3.0063292434915703E-6
3152,3.0053667187949373E-6
3153,3.00440480799164E-6
3154,3.0034435104951445E-6
3155,3.0024828257195374E-6
3156,3.0015227530797916E-6
3157,3.000563291991505E-6
3158,2.9996044418711183E-6
3159,2.9986462021357447E-6
3160,2.9976885722032635E-6
3161,2.996731551492306E-6
3162,2.9957751394222043E-6
3163,2.9948193354130735E-6
3164,2.9938641388857275E-6
3165,2.9929095492617607E-6
3166,2.991955565963446E-6
3167,2.9910021884138194E-6
3168,2.990049416036645E-6
3169,2.9890972482564063E-6
3170,2.98814568449835E-6
3171,2.9871947241884304E-6
3172,2.9862443667532703E-6
3173,2.9852946116203246E-6
3174,2.9843454582177136E-6
3175,2.9833969059742846E-6
3176,2.9824489543196003E-6
3177,2.9815016026839887E-6
3178,2.980554850498417E-6
3179,2.9796086971946625E-6
3180,2.9786631422051542E-6
3181,2.9777181849630678E-6
3182,2.9767738249022544E-6
3183,2.97583006145739E-6
3184,2.9748868940637183E-6
3185,2.9739443221572966E-6
3186,2.9730023451748476E-6
3187,2.9720609625538058E-6
3188,2.971120173732328E-6
3189,2.970179978149306E-6
3190,2.9692403752442702E-6
3191,2.968301364457513E-6
3192,2.9673629452300007E-6
3193,2.966425117003441E-6
3194,2.9654878792201803E-6
3195,2.9645512313233364E-6
3196,2.9636151727566527E-6
3197,2.9626797029646484E-6
3198,2.9617448213924742E-6
3199,2.9608105274860494E-6
3200,2.9598768206918963E-6
3201,2.958943700457309E-6
3202,2.958011166230255E-6
3203,2.957079217459376E-6
3204,2.9561478535940287E-6
3205,2.955217074084204E-6
3206,2.954286878380688E-6
3207,2.95335726593484E-6
3208,2.952428236198786E-6
3209,2.951499788625305E-6
3210,2.9505719226678666E-6
3211,2.9496446377806003E-6
3212,2.9487179334183555E-6
3213,2.947791809036676E-6
3214,2.9468662640917105E-6
3215,2.945941298040363E-6
3216,2.945016910340189E-6
3217,2.9440931004493966E-6
3218,2.9431698678269186E-6
3219,2.9422472119323146E-6
3220,2.9413251322258726E-6
3221,2.940403628168499E-6
3222,2.9394826992217964E-6
3223,2.93856234484806E-6
3224,2.937642564510206E-6
3225,2.9367233576718438E-6
3226,2.9358047237972725E-6
3227,2.934886662351447E-6
3228,2.933969172799942E-6
3229,2.9330522546090677E-6
3230,2.9321359072457414E-6
3231,2.931220130177603E-6
3232,2.930304922872865E-6
3233,2.9293902848004836E-6
3234,2.928476215430034E-6
3235,2.9275627142317844E-6
3236,2.9266497806766E-6
3237,2.9257374142360725E-6
3238,2.9248256143823675E-6
3239,2.923914380588413E-6
3240,2.9230037123276744E-6
3241,2.922093609074368E-6
3242,2.9211840703032947E-6
3243,2.9202750954899346E-6
3244,2.9193666841104207E-6
3245,2.918458835641489E-6
3246,2.917551549560615E-6
3247,2.916644825345832E-6
3248,2.915738662475846E-6
3249,2.9148330604300463E-6
3250,2.91392801868841E-6
3251,2.9130235367315825E-6
3252,2.912119614040844E-6
3253,2.9112162500981263E-6
3254,2.9103134443860056E-6
3255,2.909411196387649E-6
3256,2.9085095055869174E-6
3257,2.9076083714682876E-6
3258,2.9067077935168856E-6
3259,2.9058077712184126E-6
3260,2.904908304059303E-6
3261,2.904009391526531E-6
3262,2.9031110331077594E-6
3263,2.9022132282912617E-6
3264,2.9013159765659463E-6
3265,2.9004192774212995E-6
3266,2.8995231303475535E-6
3267,2.898627534835471E-6
3268,2.8977324903764673E-6
3269,2.896837996462541E-6
3270,2.8959440525864104E-6
3271,2.895050658241327E-6
3272,2.8941578129212153E-6
3273,2.893265516120586E-6
3274,2.892373767334607E-6
3275,2.8914825660590224E-6
3276,2.89059191179025E-6
3277,2.8897018040252655E-6
3278,2.8888122422616963E-6
3279,2.8879232259977855E-6
3280,2.8870347547323867E-6
3281,2.886146827964921E-6
3282,2.8852594451954934E-6
3283,2.8843726059248083E-6
3284,2.8834863096541345E-6
3285,2.8826005558853846E-6
3286,2.881715344121092E-6
3287,2.8808306738643503E-6
3288,2.879946544618902E-6
3289,2.879062955889111E-6
3290,2.8781799071798817E-6
3291,2.8772973979967563E-6
3292,2.876415427845919E-6
3293,2.87553399623411E-6
3294,2.8746531026686653E-6
3295,2.873772746657544E-6
3296,2.872892927709297E-6
3297,2.872013645333094E-6
3298,2.8711348990386675E-6
3299,2.870256688336362E-6
3300,2.869379012737126E-6
3301,2.868501871752501E-6
3302,2.867625264894608E-6
3303,2.866749191676182E-6
3304,2.86587365161053E-6
3305,2.864998644211538E-6
3306,2.864124168993752E-6
3307,2.863250225472233E-6
3308,2.8623768131626633E-6
3309,2.86150393158129E-6
3310,2.860631580245009E-6
3311,2.859759758671215E-6
3312,2.858888466377951E-6
3313,2.8580177028838065E-6
3314,2.857147467707982E-6
3315,2.856277760370268E-6
3316,2.8554085803909985E-6
3317,2.8545399272911155E-6
3318,2.8536718005921307E-6
3319,2.8528041998161274E-6
3320,2.851937124485798E-6
3321,2.8510705741243803E-6
3322,2.8502045482557203E-6
3323,2.849339046404184E-6
3324,2.8484740680947752E-6
3325,2.8476096128530496E-6
3326,2.846745680205101E-6
3327,2.8458822696776595E-6
3328,2.8450193807979553E-6
3329,2.844157013093845E-6
3330,2.843295166093711E-6
3331,2.8424338393265656E-6
3332,2.8415730323219064E-6
3333,2.8407127446099076E-6
3334,2.8398529757211637E-6
3335,2.83899372518697E-6
3336,2.8381349925391143E-6
3337,2.837276777309958E-6
3338,2.8364190790324527E-6
3339,2.83556189724006E-6
3340,2.834705231466862E-6
3341,2.833849081247457E-6
3342,2.8329934461170125E-6
3343,2.8321383256112672E-6
3344,2.831283719266516E-6
3345,2.8304296266195916E-6
3346,2.8295760472078932E-6
3347,2.828722980569397E-6
3348,2.82787042624259E-6
3349,2.827018383766572E-6
3350,2.8261668526809037E-6
3351,2.8253158325258E-6
3352,2.824465322841953E-6
3353,2.8236153231706506E-6
3354,2.8227658330537154E-6
3355,2.821916852033469E-6
3356,2.821068379652886E-6
3357,2.8202204154553935E-6
3358,2.8193729589850023E-6
3359,2.8185260097862854E-6
3360,2.8176795674042984E-6
3361,2.816833631384745E-6
3362,2.815988201273727E-6
3363,2.8151432766180463E-6
3364,2.8142988569649314E-6
3365,2.8134549418621717E-6
3366,2.8126115308581503E-6
3367,2.8117686235017282E-6
3368,2.8109262193423343E-6
3369,2.810084317929954E-6
3370,2.809242918815027E-6
3371,2.808402021548644E-6
3372,2.8075616256823266E-6
3373,2.806721730768191E-6
3374,2.8058823363589094E-6
3375,2.8050434420075653E-6
3376,2.8042050472679334E-6
3377,2.803367151694198E-6
3378,2.8025297548411257E-6
3379,2.801692856264013E-6
3380,2.8008564555186606E-6
3381,2.800020552161436E-6
3382,2.799185145749188E-6
3383,2.798350235839297E-6
3384,2.797515821989727E-6
3385,2.796681903758895E-6
3386,2.795848480705778E-6
3387,2.7950155523898728E-6
3388,2.79418311837117E-6
3389,2.7933511782102403E-6
3390,2.7925197314681115E-6
3391,2.7916887777063727E-6
3392,2.7908583164871158E-6
3393,2.7900283473729562E-6
3394,2.7891988699270343E-6
3395,2.7883698837130056E-6
3396,2.7875413882950036E-6
3397,2.7867133832377256E-6
3398,2.7858858681063503E-6
3399,2.785058842466595E-6
3400,2.784232305884681E-6
3401,2.7834062579273495E-6
3402,2.7825806981618277E-6
3403,2.7817556261558727E-6
3404,2.7809310414777683E-6
3405,2.780106943696243E-6
3406,2.779283332380649E-6
3407,2.77846020710071E-6
3408,2.7776375674267605E-6
3409,2.776815412929581E-6
3410,2.7759937431805087E-6
3411,2.7751725577513076E-6
3412,2.774351856214336E-6
3413,2.773531638142401E-6
3414,2.772711903108848E-6
3415,2.771892650687471E-6
3416,2.771073880452587E-6
3417,2.770255591979066E-6
3418,2.769437784842174E-6
3419,2.7686204586177927E-6
3420,2.7678036128822322E-6
3421,2.766987247212284E-6
3422,2.7661713611852864E-6
3423,2.7653559543790573E-6
3424,2.7645410263718745E-6
3425,2.7637265767425728E-6
3426,2.7629126050704182E-6
3427,2.7620991109352067E-6
3428,2.761286093917236E-6
3429,2.7604735535972694E-6
3430,2.759661489556564E-6
3431,2.758849901376871E-6
3432,2.7580387886404367E-6
3433,2.757228150929997E-6
3434,2.7564179878287596E-6
3435,2.7556082989204446E-6
3436,2.7547990837892323E-6
3437,2.7539903420198025E-6
3438,2.753182073197331E-6
3439,2.752374276907471E-6
3440,2.751566952736321E-6
3441,2.7507601002705276E-6
3442,2.749953719097177E-6
3443,2.749147808803818E-6
3444,2.748342368978558E-6
3445,2.7475373992099174E-6
3446,2.746732899086915E-6
3447,2.745928868199058E-6
3448,2.7451253061362972E-6
3449,2.7443222124891084E-6
3450,2.7435195868484265E-6
3451,2.7427174288056284E-6
3452,2.7419157379526234E-6
3453,2.741114513881761E-6
3454,2.7403137561858735E-6
3455,2.739513464458257E-6
3456,2.7387136382926946E-6
3457,2.7379142772834245E-6
3458,2.7371153810251757E-6
3459,2.7363169491131055E-6
3460,2.735518981142912E-6
3461,2.734721476710713E-6
3462,2.7339244354131077E-6
3463,2.7331278568471375E-6
3464,2.732331740610368E-6
3465,2.7315360863007753E-6
3466,2.7307408935168336E-6
3467,2.729946161857452E-6
3468,2.729151890922055E-6
3469,2.728358080310477E-6
3470,2.7275647296230493E-6
3471,2.726771838460549E-6
3472,2.72597940642421E-6
3473,2.7251874331157617E-6
3474,2.7243959181373328E-6
3475,2.7236048610916018E-6
3476,2.7228142615816117E-6
3477,2.722024119210917E-6
3478,2.7212344335835207E-6
3479,2.7204452043038632E-6
3480,2.7196564309768853E-6
3481,2.7188681132079447E-6
3482,2.7180802506028545E-6
3483,2.717292842767911E-6
3484,2.716505889309846E-6
3485,2.715719389835831E-6
3486,2.7149333439535274E-6
3487,2.7141477512709985E-6
3488,2.713362611396813E-6
3489,2.712577923939959E-6
3490,2.711793688509846E-6
3491,2.7110099047164077E-6
3492,2.7102265721699565E-6
3493,2.709443690481314E-6
3494,2.7086612592616758E-6
