Iteration,MSE
160,6.477632516153701E-5
161,6.433592526379185E-5
162,6.390146982240134E-5
163,6.347283954813882E-5
164,6.304991831323542E-5
165,6.263259304763603E-5
166,6.222075363930536E-5
167,6.18142928383971E-5
168,6.141310616511702E-5
169,6.101709182111126E-5
170,6.062615060422784E-5
171,6.0240185826499526E-5
172,5.985910323520966E-5
173,5.9482810936905237E-5
174,5.9111219324230574E-5
175,5.874424100546115E-5
176,5.8381790736620336E-5
177,5.802378535607141E-5
178,5.767014372148003E-5
179,5.7320786649046304E-5
180,5.697563685491461E-5
181,5.66346188986674E-5
182,5.629765912882092E-5
183,5.5964685630237936E-5
184,5.563562817337887E-5
185,5.531041816532253E-5
186,5.498898860247625E-5
187,5.467127402491665E-5
188,5.435721047228866E-5
189,5.404673544120681E-5
190,5.37397878440964E-5
191,5.343630796941954E-5
192,5.31362374432304E-5
193,5.283951919201096E-5
194,5.254609740673583E-5
195,5.225591750811915E-5
196,5.196892611299954E-5
197,5.168507100181966E-5
198,5.140430108715797E-5
199,5.112656638327512E-5
200,5.0851817976635114E-5
201,5.0580007997367403E-5
202,5.031108959163238E-5
203,5.00450168948594E-5
204,4.978174500582471E-5
205,4.9521229961538495E-5
206,4.926342871291109E-5
207,4.9008299101173065E-5
208,4.8755799835017814E-5
209,4.8505890468446E-5
210,4.825853137928196E-5
211,4.80136837483424E-5
212,4.7771309539232625E-5
213,4.7531371478747946E-5
214,4.729383303786031E-5
215,4.7058658413269695E-5
216,4.682581250950022E-5
217,4.659526092152343E-5
218,4.636696991788948E-5
219,4.6140906424349954E-5
220,4.5917038007954823E-5
221,4.5695332861609304E-5
222,4.5475759789073244E-5
223,4.525828819038909E-5
224,4.5042888047724997E-5
225,4.482952991161788E-5
226,4.4618184887605645E-5
227,4.440882462323146E-5
228,4.4201421295414515E-5
229,4.3995947598169136E-5
230,4.379237673066436E-5
231,4.359068238561305E-5
232,4.339083873797798E-5
233,4.3192820433987216E-5
234,4.299660258044798E-5
235,4.2802160734348704E-5
236,4.260947089274161E-5
237,4.241850948289692E-5
238,4.222925335271867E-5
239,4.20416797614171E-5
240,4.185576637042578E-5
241,4.1671491234558715E-5
242,4.148883279340105E-5
243,4.1307769862921564E-5
244,4.112828162730594E-5
245,4.095034763099989E-5
246,4.077394777095849E-5
247,4.059906228909333E-5
248,4.042567176491436E-5
249,4.025375710835705E-5
250,4.0083299552793454E-5
251,3.9914280648218164E-5
252,3.974668225460634E-5
253,3.958048653543772E-5
254,3.941567595138236E-5
255,3.925223325414304E-5
256,3.909014148044958E-5
257,3.892938394620238E-5
258,3.876994424075747E-5
259,3.861180622135297E-5
260,3.845495400767103E-5
261,3.829937197653033E-5
262,3.814504475670794E-5
263,3.7991957223884856E-5
264,3.7840094495713734E-5
265,3.7689441927002416E-5
266,3.7539985105013914E-5
267,3.739170984487616E-5
268,3.7244602185100705E-5
269,3.7098648383206076E-5
270,3.695383491144445E-5
271,3.6810148452627E-5
272,3.66675758960464E-5
273,3.6526104333493914E-5
274,3.638572105536781E-5
275,3.624641354687158E-5
276,3.61081694842986E-5
277,3.5970976731401335E-5
278,3.5834823335843374E-5
279,3.569969752573218E-5
280,3.556558770622812E-5
281,3.5432482456231096E-5
282,3.5300370525141064E-5
283,3.516924082969042E-5
284,3.503908245084628E-5
285,3.490988463078236E-5
286,3.4781636769916436E-5
287,3.4654328424013534E-5
288,3.452794930135218E-5
289,3.440248925995215E-5
290,3.427793830486306E-5
291,3.4154286585511465E-5
292,3.403152439310438E-5
293,3.390964215808948E-5
294,3.3788630447669265E-5
295,3.3668479963368424E-5
296,3.354918153865253E-5
297,3.3430726136597544E-5
298,3.331310484760861E-5
299,3.319630888718622E-5
300,3.3080329593739964E-5
301,3.2965158426447085E-5
302,3.285078696315649E-5
303,3.2737206898335746E-5
304,3.262441004106051E-5
305,3.2512388313045553E-5
306,3.240113374671582E-5
307,3.229063848331801E-5
308,3.218089477106882E-5
309,3.2071894963342935E-5
310,3.196363151689624E-5
311,3.1856096990125364E-5
312,3.174928404136227E-5
313,3.164318542720321E-5
314,3.153779400087057E-5
315,3.14331027106081E-5
316,3.13291045981072E-5
317,3.1225792796964904E-5
318,3.1123160531171926E-5
319,3.102120111363089E-5
320,3.091990794470315E-5
321,3.081927451078446E-5
322,3.07192943829074E-5
323,3.0619961215372406E-5
324,3.052126874440416E-5
325,3.042321078683417E-5
326,3.032578123880875E-5
327,3.0228974074521766E-5
328,3.0132783344971404E-5
329,3.0037203176741643E-5
330,2.99422277708044E-5
331,2.9847851401347387E-5
332,2.9754068414621722E-5
333,2.9660873227812742E-5
334,2.9568260327930513E-5
335,2.947622427072265E-5
336,2.9384759679606438E-5
337,2.929386124462096E-5
338,2.9203523721398644E-5
339,2.91137419301554E-5
340,2.9024510754700454E-5
341,2.8935825141463437E-5
342,2.884768009853898E-5
343,2.8760070694749892E-5
344,2.867299205872616E-5
345,2.8586439378001522E-5
346,2.8500407898125793E-5
347,2.8414892921793667E-5
348,2.8329889807988646E-5
349,2.824539397114266E-5
350,2.8161400880310833E-5
351,2.8077906058360185E-5
352,2.799490508117386E-5
353,2.7912393576868368E-5
354,2.7830367225025507E-5
355,2.7748821755936965E-5
356,2.7667752949862945E-5
357,2.7587156636303268E-5
358,2.750702869328167E-5
359,2.742736504664168E-5
360,2.7348161669355525E-5
361,2.726941458084498E-5
362,2.7191119846313393E-5
363,2.7113273576089123E-5
364,2.7035871924981402E-5
365,2.6958911091645703E-5
366,2.6882387317961003E-5
367,2.6806296888416768E-5
368,2.6730636129511612E-5
369,2.6655401409160277E-5
370,2.6580589136112663E-5
371,2.6506195759380718E-5
372,2.6432217767676545E-5
373,2.635865168885863E-5
374,2.6285494089388164E-5
375,2.6212741573794253E-5
376,2.6140390784147087E-5
377,2.606843839954153E-5
378,2.5996881135587406E-5
379,2.5925715743909592E-5
380,2.5854939011655724E-5
381,2.5784547761011373E-5
382,2.5714538848724567E-5
383,2.5644909165636246E-5
384,2.557565563622017E-5
385,2.5506775218128883E-5
386,2.54382649017477E-5
387,2.5370121709755497E-5
388,2.530234269669281E-5
389,2.5234924948537002E-5
390,2.5167865582283405E-5
391,2.510116174553452E-5
392,2.503481061609395E-5
393,2.4968809401568537E-5
394,2.490315533897558E-5
395,2.4837845694356947E-5
396,2.4772877762398474E-5
397,2.4708248866055904E-5
398,2.464395635618728E-5
399,2.4579997611189386E-5
400,2.4516370036641208E-5
401,2.445307106495259E-5
402,2.4390098155018495E-5
403,2.4327448791877572E-5
404,2.4265120486377764E-5
405,2.420311077484533E-5
406,2.41414172187601E-5
407,2.4080037404434906E-5
408,2.4018968942700525E-5
409,2.3958209468595013E-5
410,2.3897756641057963E-5
411,2.3837608142629034E-5
412,2.37777616791517E-5
413,2.371821497948054E-5
414,2.365896579519404E-5
415,2.360001190031034E-5
416,2.354135109100857E-5
417,2.348298118535341E-5
418,2.342490002302436E-5
419,2.336710546504812E-5
420,2.3309595393536092E-5
421,2.3252367711425057E-5
422,2.3195420342221914E-5
423,2.3138751229751567E-5
424,2.3082358337909472E-5
425,2.3026239650417298E-5
426,2.2970393170581743E-5
427,2.2914816921057803E-5
428,2.285950894361478E-5
429,2.2804467298905474E-5
430,2.27496900662395E-5
431,2.2695175343359602E-5
432,2.2640921246220317E-5
433,2.2586925908771062E-5
434,2.2533187482741875E-5
435,2.2479704137431714E-5
436,2.2426474059500282E-5
437,2.2373495452762927E-5
438,2.2320766537987615E-5
439,2.2268285552696432E-5
440,2.221605075096757E-5
441,2.2164060403242158E-5
442,2.211231279613278E-5
443,2.2060806232234774E-5
444,2.200953902994033E-5
445,2.195850952325531E-5
446,2.1907716061618053E-5
447,2.185715700972127E-5
448,2.180683074733641E-5
449,2.17567356691396E-5
450,2.170687018454128E-5
451,2.1657232717517267E-5
452,2.1607821706442155E-5
453,2.155863560392558E-5
454,2.150967287665027E-5
455,2.1460932005212154E-5
456,2.141241148396321E-5
457,2.1364109820855725E-5
458,2.131602553728944E-5
459,2.1268157167960077E-5
460,2.1220503260710445E-5
461,2.117306237638296E-5
462,2.1125833088674694E-5
463,2.1078813983994212E-5
464,2.103200366132008E-5
465,2.098540073206145E-5
466,2.0939003819920414E-5
467,2.0892811560756537E-5
468,2.0846822602452548E-5
469,2.080103560478216E-5
470,2.0755449239279976E-5
471,2.0710062189112275E-5
472,2.0664873148950197E-5
473,2.0619880824844236E-5
474,2.0575083934100676E-5
475,2.0530481205159156E-5
476,2.0486071377472384E-5
477,2.0441853201386897E-5
478,2.0397825438025784E-5
479,2.0353986859172583E-5
480,2.031033624715717E-5
481,2.0266872394742067E-5
482,2.0223594105011788E-5
483,2.018050019126216E-5
484,2.013758947689172E-5
485,2.0094860795294576E-5
486,2.0052312989754384E-5
487,2.0009944913339706E-5
488,1.9967755428800657E-5
489,1.9925743408467062E-5
490,1.9883907734147806E-5
491,1.984224729703138E-5
492,1.9800760997587632E-5
493,1.9759447745470866E-5
494,1.9718306459424088E-5
495,1.96773360671847E-5
496,1.963653550539091E-5
497,1.9595903719489418E-5
498,1.9555439663644757E-5
499,1.9515142300649066E-5
500,1.9475010601833392E-5
501,1.9435043546980085E-5
502,1.9395240124235738E-5
503,1.9355599330026322E-5
504,1.931612016897185E-5
505,1.927680165380361E-5
506,1.923764280528115E-5
507,1.9198642652111067E-5
508,1.9159800230866588E-5
509,1.9121114585907964E-5
510,1.9082584769303856E-5
511,1.9044209840753832E-5
512,1.900598886751179E-5
513,1.896792092431009E-5
514,1.8930005093284728E-5
515,1.8892240463901688E-5
516,1.885462613288336E-5
517,1.8817161204136966E-5
518,1.8779844788682623E-5
519,1.874267600458367E-5
520,1.8705653976876245E-5
521,1.866877783750094E-5
522,1.863204672523479E-5
523,1.8595459785623766E-5
524,1.8559016170916968E-5
525,1.852271504000021E-5
526,1.8486555558332023E-5
527,1.845053689787882E-5
528,1.8414658237052237E-5
529,1.837891876064585E-5
530,1.8343317659773757E-5
531,1.8307854131809364E-5
532,1.8272527380324897E-5
533,1.8237336615031508E-5
534,1.8202281051720406E-5
535,1.816735991220452E-5
536,1.8132572424260507E-5
537,1.8097917821572063E-5
538,1.8063395343673237E-5
539,1.8029004235892893E-5
540,1.7994743749299508E-5
541,1.7960613140646715E-5
542,1.792661167231948E-5
543,1.789273861228077E-5
544,1.785899323401881E-5
545,1.7825374816495376E-5
546,1.7791882644094176E-5
547,1.775851600656957E-5
548,1.7725274198996937E-5
549,1.7692156521722476E-5
550,1.7659162280314103E-5
551,1.7626290785512914E-5
552,1.759354135318482E-5
553,1.7560913304273464E-5
554,1.7528405964752607E-5
555,1.749601866558024E-5
556,1.7463750742651946E-5
557,1.743160153675593E-5
558,1.7399570393527726E-5
559,1.736765666340586E-5
560,1.73358597015878E-5
561,1.7304178867986387E-5
562,1.72726135271869E-5
563,1.7241163048404432E-5
564,1.7209826805441753E-5
565,1.7178604176647677E-5
566,1.7147494544875958E-5
567,1.7116497297444425E-5
568,1.70856118260947E-5
569,1.705483752695237E-5
570,1.702417380048754E-5
571,1.6993620051475796E-5
572,1.696317568895963E-5
573,1.6932840126210184E-5
574,1.6902612780689667E-5
575,1.6872493074013812E-5
576,1.6842480431914926E-5
577,1.6812574284205278E-5
578,1.6782774064741405E-5
579,1.675307921138739E-5
580,1.672348916598028E-5
581,1.669400337429467E-5
582,1.66646212860079E-5
583,1.6635342354666134E-5
584,1.660616603765009E-5
585,1.657709179614158E-5
586,1.6548119095090314E-5
587,1.6519247403180847E-5
588,1.649047619280029E-5
589,1.6461804940005824E-5
590,1.643323312449302E-5
591,1.6404760229564187E-5
592,1.6376385742097322E-5
593,1.634810915251497E-5
594,1.6319929954753948E-5
595,1.6291847646234924E-5
596,1.6263861727832364E-5
597,1.6235971703845174E-5
598,1.6208177081967235E-5
599,1.618047737325833E-5
600,1.615287209211555E-5
601,1.6125360756244656E-5
602,1.609794288663213E-5
603,1.607061800751719E-5
604,1.6043385646364356E-5
605,1.6016245333836044E-5
606,1.5989196603765456E-5
607,1.596223899313018E-5
608,1.5935372042025218E-5
609,1.590859529363728E-5
610,1.5881908294218564E-5
611,1.585531059306107E-5
612,1.5828801742471195E-5
613,1.5802381297744737E-5
614,1.5776048817141687E-5
615,1.574980386186191E-5
616,1.5723645996020272E-5
617,1.5697574786622956E-5
618,1.567158980354313E-5
619,1.5645690619497466E-5
620,1.5619876810022605E-5
621,1.5594147953451913E-5
622,1.556850363089252E-5
623,1.554294342620249E-5
624,1.5517466925968187E-5
625,1.549207371948216E-5
626,1.546676339872095E-5
627,1.5441535558323035E-5
628,1.541638979556733E-5
629,1.539132571035172E-5
630,1.5366342905171565E-5
631,1.5341440985098967E-5
632,1.5316619557761662E-5
633,1.529187823332251E-5
634,1.526721662445903E-5
635,1.5242634346343122E-5
636,1.5218131016620864E-5
637,1.5193706255393076E-5
638,1.516935968519527E-5
639,1.514509093097819E-5
640,1.5120899620088613E-5
641,1.5096785382250363E-5
642,1.5072747849545144E-5
643,1.5048786656393816E-5
644,1.5024901439538063E-5
645,1.5001091838021714E-5
646,1.4977357493172866E-5
647,1.4953698048585317E-5
648,1.4930113150101216E-5
649,1.4906602445793153E-5
650,1.4883165585946413E-5
651,1.4859802223041974E-5
652,1.4836512011739228E-5
653,1.481329460885862E-5
654,1.4790149673365023E-5
655,1.4767076866350988E-5
656,1.474407585102027E-5
657,1.4721146292671013E-5
658,1.4698287858679964E-5
659,1.467550021848609E-5
660,1.4652783043574643E-5
661,1.4630136007461414E-5
662,1.4607558785676956E-5
663,1.4585051055751222E-5
664,1.4562612497198026E-5
665,1.4540242791499868E-5
666,1.4517941622092873E-5
667,1.4495708674351831E-5
668,1.4473543635575164E-5
669,1.4451446194970494E-5
670,1.4429416043640072E-5
671,1.4407452874566227E-5
672,1.4385556382597142E-5
673,1.4363726264432709E-5
674,1.4341962218610473E-5
675,1.4320263945491767E-5
676,1.4298631147247847E-5
677,1.4277063527846367E-5
678,1.4255560793037761E-5
679,1.4234122650341917E-5
680,1.4212748809034743E-5
681,1.4191438980135129E-5
682,1.4170192876391961E-5
683,1.4149010212270914E-5
684,1.4127890703942082E-5
685,1.4106834069266805E-5
686,1.4085840027785316E-5
687,1.4064908300704298E-5
688,1.4044038610884528E-5
689,1.402323068282848E-5
690,1.4002484242668281E-5
691,1.3981799018153588E-5
692,1.3961174738639977E-5
693,1.3940611135076688E-5
694,1.3920107939994957E-5
695,1.38996648874969E-5
696,1.3879281713243225E-5
697,1.3858958154442528E-5
698,1.3838693949839509E-5
699,1.3818488839704034E-5
700,1.3798342565819758E-5
701,1.3778254871473426E-5
702,1.3758225501443622E-5
703,1.3738254201990276E-5
704,1.3718340720843595E-5
705,1.3698484807193705E-5
706,1.3678686211679802E-5
707,1.365894468638023E-5
708,1.3639259984801292E-5
709,1.3619631861867849E-5
710,1.360006007391236E-5
711,1.3580544378665515E-5
712,1.3561084535245614E-5
713,1.3541680304148804E-5
714,1.3522331447239568E-5
715,1.3503037727740541E-5
716,1.34837989102231E-5
717,1.3464614760597514E-5
718,1.3445485046103669E-5
719,1.3426409535301741E-5
720,1.3407387998062392E-5
721,1.3388420205557912E-5
722,1.3369505930252926E-5
723,1.3350644945895208E-5
724,1.3331837027506588E-5
725,1.3313081951374324E-5
726,1.3294379495041703E-5
727,1.3275729437299785E-5
728,1.325713155817809E-5
729,1.3238585638936555E-5
730,1.3220091462056367E-5
731,1.3201648811231904E-5
732,1.318325747136193E-5
733,1.3164917228541385E-5
734,1.3146627870053259E-5
735,1.3128389184359976E-5
736,1.3110200961095483E-5
737,1.3092062991057107E-5
738,1.3073975066197385E-5
739,1.3055936979616345E-5
740,1.3037948525553407E-5
741,1.3020009499379623E-5
742,1.3002119697589866E-5
743,1.2984278917795156E-5
744,1.2966486958715028E-5
745,1.2948743620169878E-5
746,1.293104870307355E-5
747,1.2913402009425835E-5
748,1.289580334230492E-5
749,1.2878252505860348E-5
750,1.2860749305305607E-5
751,1.2843293546910706E-5
752,1.2825885037995293E-5
753,1.2808523586921529E-5
754,1.279120900308701E-5
755,1.277394109691753E-5
756,1.2756719679860629E-5
757,1.2739544564378294E-5
758,1.272241556394037E-5
759,1.2705332493017725E-5
760,1.2688295167075555E-5
761,1.2671303402566726E-5
762,1.2654357016925181E-5
763,1.2637455828559268E-5
764,1.262059965684565E-5
765,1.2603788322122191E-5
766,1.2587021645682281E-5
767,1.2570299449767996E-5
768,1.2553621557563915E-5
769,1.2536987793191039E-5
770,1.2520397981700459E-5
771,1.2503851949067185E-5
772,1.248734952218415E-5
773,1.2470890528856199E-5
774,1.2454474797793895E-5
775,1.2438102158607766E-5
776,1.2421772441802287E-5
777,1.2405485478770075E-5
778,1.238924110178604E-5
779,1.237303914400167E-5
780,1.2356879439439285E-5
781,1.23407618229864E-5
782,1.232468613038994E-5
783,1.2308652198250816E-5
784,1.2292659864018378E-5
785,1.2276708965984775E-5
786,1.2260799343279618E-5
787,1.2244930835864603E-5
788,1.2229103284527928E-5
789,1.2213316530879256E-5
790,1.219757041734416E-5
791,1.2181864787158954E-5
792,1.2166199484365589E-5
793,1.2150574353806383E-5
794,1.2134989241118879E-5
795,1.2119443992730843E-5
796,1.210393845585507E-5
797,1.20884724784845E-5
798,1.2073045909387224E-5
799,1.2057658598101543E-5
800,1.2042310394931062E-5
801,1.2027001150939585E-5
802,1.20117307179469E-5
803,1.19964989485233E-5
804,1.1981305695985326E-5
805,1.1966150814390829E-5
806,1.1951034158534226E-5
807,1.1935955583942177E-5
808,1.1920914946868555E-5
809,1.1905912104290235E-5
810,1.189094691390235E-5
811,1.1876019234113811E-5
812,1.1861128924042793E-5
813,1.184627584351253E-5
814,1.1831459853046625E-5
815,1.1816680813864789E-5
816,1.1801938587878576E-5
817,1.1787233037687016E-5
818,1.177256402657227E-5
819,1.175793141849544E-5
820,1.1743335078092464E-5
821,1.172877487066983E-5
822,1.1714250662200335E-5
823,1.1699762319319241E-5
824,1.1685309709319847E-5
825,1.1670892700149672E-5
826,1.165651116040636E-5
827,1.1642164959333692E-5
828,1.1627853966817598E-5
829,1.1613578053382256E-5
830,1.1599337090186233E-5
831,1.1585130949018246E-5
832,1.1570959502293864E-5
833,1.155682262305136E-5
834,1.1542720184947803E-5
835,1.1528652062255636E-5
836,1.1514618129858715E-5
837,1.1500618263248532E-5
838,1.1486652338520678E-5
839,1.1472720232371186E-5
840,1.1458821822092779E-5
841,1.1444956985571328E-5
842,1.143112560128231E-5
843,1.1417327548287155E-5
844,1.1403562706229854E-5
845,1.1389830955333253E-5
846,1.1376132176395841E-5
847,1.136246625078801E-5
848,1.1348833060448876E-5
849,1.1335232487882758E-5
850,1.1321664416155736E-5
851,1.1308128728892428E-5
852,1.1294625310272557E-5
853,1.128115404502769E-5
854,1.1267714818438018E-5
855,1.1254307516328914E-5
856,1.1240932025067962E-5
857,1.1227588231561441E-5
858,1.1214276023251322E-5
859,1.1200995288112124E-5
860,1.1187745914647577E-5
861,1.1174527791887746E-5
862,1.116134080938576E-5
863,1.1148184857214702E-5
864,1.1135059825964826E-5
865,1.1121965606740143E-5
866,1.1108902091155663E-5
867,1.109586917133427E-5
868,1.1082866739903892E-5
869,1.106989468999436E-5
870,1.1056952915234647E-5
871,1.104404130974984E-5
872,1.1031159768158284E-5
873,1.1018308185568813E-5
874,1.100548645757777E-5
875,1.0992694480266132E-5
876,1.0979932150196935E-5
877,1.096719936441217E-5
878,1.0954496020430286E-5
879,1.0941822016243272E-5
880,1.0929177250313991E-5
881,1.0916561621573483E-5
882,1.0903975029418155E-5
883,1.0891417373707296E-5
884,1.087888855476021E-5
885,1.086638847335369E-5
886,1.0853917030719436E-5
887,1.0841474128541314E-5
888,1.0829059668953E-5
889,1.0816673554535053E-5
890,1.0804315688312678E-5
891,1.0791985973753081E-5
892,1.0779684314763009E-5
893,1.0767410615686085E-5
894,1.075516478130054E-5
895,1.0742946716816606E-5
896,1.0730756327874057E-5
897,1.0718593520539964E-5
898,1.0706458201306013E-5
899,1.0694350277086341E-5
900,1.0682269655214982E-5
901,1.0670216243443522E-5
902,1.0658189949939001E-5
903,1.0646190683281154E-5
904,1.063421835246043E-5
905,1.0622272866875519E-5
906,1.0610354136331149E-5
907,1.0598462071035782E-5
908,1.058659658159928E-5
909,1.0574757579030854E-5
910,1.0562944974736582E-5
911,1.0551158680517532E-5
912,1.0539398608567144E-5
913,1.0527664671469462E-5
914,1.0515956782196633E-5
915,1.0504274854106966E-5
916,1.0492618800942806E-5
917,1.0480988536828073E-5
918,1.0469383976266675E-5
919,1.0457805034139982E-5
920,1.0446251625704955E-5
921,1.0434723666592053E-5
922,1.0423221072803017E-5
923,1.0411743760709087E-5
924,1.0400291647048746E-5
925,1.0388864648925962E-5
926,1.0377462683807853E-5
927,1.0366085669522944E-5
928,1.0354733524259018E-5
929,1.0343406166561416E-5
930,1.0332103515330871E-5
931,1.0320825489821526E-5
932,1.0309572009639235E-5
933,1.0298342994739463E-5
934,1.0287138365425407E-5
935,1.0275958042346214E-5
936,1.0264801946495054E-5
937,1.0253669999207138E-5
938,1.024256212215804E-5
939,1.0231478237361819E-5
940,1.0220418267169118E-5
941,1.0209382134265364E-5
942,1.0198369761669081E-5
943,1.0187381072729989E-5
944,1.0176415991127213E-5
945,1.0165474440867545E-5
946,1.0154556346283654E-5
947,1.0143661632032588E-5
948,1.013279022309351E-5
949,1.0121942044766549E-5
950,1.0111117022670683E-5
951,1.0100315082742291E-5
952,1.0089536151233254E-5
953,1.0078780154709466E-5
954,1.0068047020048981E-5
955,1.0057336674440634E-5
956,1.0046649045381995E-5
957,1.0035984060678013E-5
958,1.0025341648439418E-5
959,1.001472173708095E-5
960,1.0004124255319705E-5
961,9.993549132173834E-6
962,9.982996296960557E-6
963,9.972465679295012E-6
964,9.961957209088348E-6
965,9.951470816546326E-6
966,9.941006432167758E-6
967,9.930563986742861E-6
968,9.920143411351955E-6
969,9.909744637363747E-6
970,9.899367596433896E-6
971,9.889012220503538E-6
972,9.878678441797658E-6
973,9.86836619282385E-6
974,9.858075406370661E-6
975,9.847806015506184E-6
976,9.837557953576617E-6
977,9.827331154204765E-6
978,9.817125551288671E-6
979,9.806941079000232E-6
980,9.796777671783671E-6
981,9.786635264354129E-6
982,9.776513791696396E-6
983,9.766413189063369E-6
984,9.756333391974824E-6
985,9.74627433621585E-6
986,9.736235957835618E-6
987,9.72621819314617E-6
988,9.716220978720617E-6
989,9.706244251392325E-6
990,9.69628794825325E-6
991,9.686352006652639E-6
992,9.676436364195925E-6
993,9.666540958743234E-6
994,9.656665728407963E-6
995,9.646810611555929E-6
996,9.636975546803575E-6
997,9.627160473017061E-6
998,9.617365329310872E-6
999,9.607590055046507E-6
1000,9.597834589831225E-6
1001,9.588098873516991E-6
1002,9.578382846199001E-6
1003,9.568686448214517E-6
1004,9.559009620141775E-6
1005,9.549352302798575E-6
1006,9.539714437241212E-6
1007,9.530095964763254E-6
1008,9.520496826894323E-6
1009,9.510916965398888E-6
1010,9.501356322275052E-6
1011,9.49181483975361E-6
1012,9.482292460296576E-6
1013,9.472789126596248E-6
1014,9.463304781573876E-6
1015,9.45383936837877E-6
1016,9.444392830386819E-6
1017,9.434965111199745E-6
1018,9.425556154643667E-6
1019,9.41616590476815E-6
1020,9.40679430584503E-6
1021,9.397441302367396E-6
1022,9.388106839048297E-6
1023,9.378790860819931E-6
1024,9.369493312832346E-6
1025,9.360214140452397E-6
1026,9.35095328926276E-6
1027,9.341710705060787E-6
1028,9.332486333857597E-6
